author,content,number_of_likes,number_of_shares
instagram,"“Raising twins is nothing short of chaotic, but the joy is also doubled.” —Amber Yong 👶👶  https://t.co/OmNf0BO3so",814,172
instagram,Sports’ greatest moments in claymation with @AZOD_ https://t.co/mTgKOxyWq9,840,127
instagram,"#DailyFluff
https://t.co/j1nJzNcbZf 🐾 https://t.co/talqKrPFuc",2228,777
instagram,Our Instagram story today stars @MarnieTheDog! Tap on our profile pic on Instagram 🐶  https://t.co/0ZMkk1j23w https://t.co/UDV2gRLTV4,1601,262
instagram,Here’s the @SuicideSquadWB mural taking over Miami’s art district https://t.co/HHyRYlaShd,1019,184
instagram,Traveling the world one trick shot at a time 🏀 with @LegendaryShots https://t.co/mJVJLWeurJ,870,178
instagram,#WHPfriendshipis a group hug https://t.co/SWX4eRwjYt,799,143
instagram,"#DailyFluff
https://t.co/n7tkTyr0ZL 🐾 https://t.co/DFx82tASC4",1174,231
instagram,#WHPfriendshipis rescuing animals in need https://t.co/7DT9fKnNxt,904,172
instagram,"“It’s a unique and magical place, like a dream.” —Marisa Hampe https://t.co/Gxbje0ocsW",799,147
instagram,The inspiring underwater adventures of an incredible young man https://t.co/fHtyeERjHy,751,116
instagram,"“A father and son share a moment of intimacy and love. Nothing else matters.” #TheWeekOnInstagram
https://t.co/UDfiafXYuB",860,156
instagram,There’s a pink lagoon in Mexico. (Seriously.) https://t.co/5zPMFaiJzD,1392,417
instagram,Celebrating motherhood (and every body) with Jade Beall #MyStory https://t.co/xWwxekWAYE,734,133
instagram,"Happy birthday, @karliekloss! 🍰🎉 https://t.co/rkKpQ8qMaN",813,166
instagram,A moment of trust for #WHPfriendshipis https://t.co/A7N5hhCvyj,790,137
instagram,The best way to celebrate #NationalWatermelonDay is face first 🐶  🍉 https://t.co/GearQUvmys,1112,226
instagram,#WHPfriendshipis playing in the pool at a summer barbecue https://t.co/qrcuPGT8Bl,820,138
instagram,"#DailyFluff
https://t.co/Zz1pC3PIYq 🐾 https://t.co/gxFsbueux3",1686,495
instagram,Majestic divers captured at the NYC triathlon #TheWeekOnInstagram https://t.co/OplgfwEK1i,918,153
instagram,“We didn’t realize we were making memories. We just knew we were having fun.” #WHPfriendshipis https://t.co/GwkYCy1CGI,1135,275
instagram,A traffic-stopping tightrope walk in Mumbai #TheWeekOnInstagram https://t.co/1LIFVnylWp,742,149
instagram,#WeeklyFluff = 10 lovable guinea pigs livin’ together https://t.co/u8JMybOv5m,780,173
instagram,"#DailyFluff
https://t.co/DuezPhpqJr 🐾 https://t.co/aUUqHBfKoi",1648,380
instagram,"Introducing Instagram Stories, a new feature that lets you share all the moments of your day https://t.co/gwcwjunXl4",3273,2221
instagram,Friendship calls for matching outfits 👭 #WHPfriendshipis https://t.co/LihfzUgppd,1054,192
instagram,Featured submissions from this weekend’s hashtag project: #WHPfriendshipis https://t.co/Z666YDm3dD https://t.co/4jKsTaWa81,997,197
instagram,Reimagining fashion with Nao’s Dadaist photomontages https://t.co/JbMCovjyiv,647,116
instagram,"Discovering daily life, landscapes and legacy in Central Asia with Elyor Nematov https://t.co/DyfBv43F4Q",892,172
instagram,"#DailyFluff
https://t.co/OykwJhqrDm https://t.co/2EoG5Eopu9",1526,288
instagram,“I want my followers to know that they are important and to follow their dreams.” —@Serayah https://t.co/lJXwaek5tw,1259,225
instagram,An island full of deer = one for the scrapbooks #TheWeekOnInstagram https://t.co/ub68abd6wr,746,157
instagram,.@Serayah works her childhood dreams on the #TeenChoiceAwards stage tonight 🎤💃🏾 https://t.co/YXbAyxdaXl,809,156
instagram,Why join a marching band when you can be in a floating band? https://t.co/ThCqLX91OU,967,197
instagram,"The Week on Instagram | 246
https://t.co/iNOSLbIA0i https://t.co/4svLfclVTs",952,221
instagram,Friendship = this storytime squad. Don't forget to participate in this weekend's hashtag project #WHPfriendshipis https://t.co/Hq0SizcTqH,840,182
instagram,Lady longboard power in Russia ❤️ #BoomerangOfTheWeek  https://t.co/yfxpfQBU81,711,138
instagram,“The way I move and interpret music can tell you more about me than my words ever can” —@iAm_Dytto https://t.co/seLpM2c7HC #NationalDanceDay,1123,237
instagram,Taking risks and feeling the music with @iAm_Dytto https://t.co/OSCQ4qR1I6 #WhyIMove,776,159
instagram,"#DailyFluff
https://t.co/vxOgBVrfG6 🐾 https://t.co/t0Kv40ROHB",1462,299
instagram,Pop Art: Juliana Vido’s illustrated feminism https://t.co/2ZtjaMhvHc,880,145
instagram,Participate in this weekend’s hashtag project: #WHPfriendshipis https://t.co/6riGUF0WOH https://t.co/1iP0jZtGRK,1081,198
instagram,"“If you want the chi of a tiger, go on safari in tiger country and look one in the eyes.” —@swfoto https://t.co/oR48qOfX0U",1022,235
instagram,Choosing to save tigers with @swfoto #TigerDay 🐯 https://t.co/20oZLWU3bo,866,201
instagram,"#DailyFluff
https://t.co/NBTh7k5cyC🐾 https://t.co/GUQLQIW0EE",1356,253
instagram,"“Call it resilience, call it grit, the point is their survival demands high levels of ‘it.’ So on they go.”—@cathjam https://t.co/nBAWvViA6e",1000,193
instagram,"“I never thought I would be at the #DNCinPHL, making portraits of these important people at age 26.” —@BrooklynsSon https://t.co/gujhEHyBBJ",883,176
instagram,Documenting life in Afghanistan with journalist @cathjam https://t.co/0CQOWFfzf4,760,148
instagram,"Thanks for stopping by @LFC! ⚽
https://t.co/c0C6WcaSvo",739,166
instagram,Photographing the #DNCinPHL with @BrooklynsSon https://t.co/TKAcT453nx,667,117
instagram,"Going for the gold with pole vaulter Fabiana Murer 🏅
https://t.co/jYiL2YtvIW",867,159
instagram,The soothing sight of swirling clay for #WHPworkinprogress https://t.co/Jipokvcy63,849,142
instagram,"#DailyFluff
https://t.co/OuMonKSKta 🐾 https://t.co/37ZfpoVzZx",2022,730
instagram,Watch a vibrant portrait come to life in one of our favorite submissions to #WHPworkinprogress https://t.co/5PCS5uJdb8,834,150
instagram,"Hello, beautiful world 😍 https://t.co/Nc0gZ6BGTW via @thisisglamorous",906,154
instagram,This week’s Hashtag Highlight = #WhipItWednesday with @Lano132 https://t.co/RvGikeRdM4,661,137
instagram,"“In skateboarding, the important part is the skate. The ground is just there to help.” #TheWeekOnInstagram https://t.co/bPuGPwaXL0",755,167
instagram,A pile of laundry + a crazy footwear collection = Mirko Ievolella’s awesome #myinstagramlogo https://t.co/Gfk7Fynk9o,700,121
instagram,"Meet Olympian Elena Delle Donne and her number one fan, Wrigley 🐶 https://t.co/QKx2VIDqwX",805,148
instagram,.@kaka in the house! ⚽️  https://t.co/VykoEd4wwF,893,152
instagram,"“Come on, who doesn’t love a sloth?” #WHPworkinprogress https://t.co/JRosUbbPoX",856,159
instagram,"#DailyFluff
https://t.co/Qz2KxkYSBY 🐾 https://t.co/ICSQjxzZrV",2029,414
instagram,A #WHPworkinprogress that ends with a smile https://t.co/9xvJbYoDgr,735,124
instagram,"Inside the workshop of a master violin maker in Cremona, Italy 🎻 #WHPworkinprogress https://t.co/DmVjbqSGF0",676,131
instagram,Swimming with a 12-foot manta ray — just a typical day for @BertieGPhoto #TheWeekOnInstagram https://t.co/yF0vLqXdmW,764,141
instagram,"Today’s #WeeklyFluff = a fierce feline, Anna 😻  https://t.co/AGascwxNzp",788,151
instagram,.@disclosure takes a break before its performance at last weekend’s Fuji Rock festival in Japan https://t.co/HsFhDti52l,803,147
instagram,Workout tips from social stars @mankofit and Chrysten Crockett  💪 https://t.co/0BE2Rqomke via @TODAYshow,838,166
instagram,Returning to the Olympics with @mhingis #BeyondTheGames https://t.co/SsUKKQfcXa,730,129
instagram,#DailyFluff 🐾 https://t.co/vFBCdwfdwa,1513,327
instagram,No paper? No problem. Khodayar Ahi turns his face into the canvas #WHPworkinprogress https://t.co/kqOwvpfJCb,755,135
instagram,Featured submissions from this weekend’s hashtag project: #WHPworkinprogress https://t.co/ut7LiXPjrb https://t.co/FSGO5twcDn,737,139
instagram,"Ah, clouds for days in Esfahan, Iran. #TheWeekOnInstagram https://t.co/M0DNAPUF2q",662,141
instagram,#TheStruggleIsReal: Parenting Edition https://t.co/3wXKI5ASVi (via @ndtv),713,152
instagram,She sells seashells by the seashore — and business is booming https://t.co/13VAo91FDb,799,172
instagram,17 tips for taking your best photos 📸 https://t.co/XIXJd2vxGi via @FashionCanada,915,213
instagram,Breaking boundaries with Olympic fencer @IbtihajMuhammad #BeyondTheGames https://t.co/DSzLqs8UbG,812,153
instagram,"“Stay sharp, stay curious and don’t force it.” —@currystrumpet #WhenPeopleMatchPlaces https://t.co/LaRAtODCep",1035,224
instagram,"Enjoy a concerto, 15 seconds at a time (via @smithsonian) https://t.co/uwcb5l2Waj",845,173
instagram,What would Goldilocks think of these plush bears in Russia? https://t.co/Iuxjpf5gD3,800,150
instagram,The sweet spot of #WhenPeopleMatchPlaces with @currystrumpet https://t.co/UGQr652jJr,786,146
instagram,Snack hack attack (via @BuzzFeed) https://t.co/c1ZyC870bG,1050,249
instagram,Thumbs up to this foodie fluff (via @mashable)🐶 🌭 https://t.co/viOsjjD1UU,1594,324
instagram,#Travel hacks we ❤️ https://t.co/SuK8d7QOll (from @BuzzFeed @FarrahPenn),1293,333
instagram,Worth adding to your bucket list: the Kyushu Fireworks Festival. #TheWeekOnInstagram https://t.co/7fisHBGpaq,881,206
instagram,Combining nature and animals to create striking artwork with Andreas Lie https://t.co/vC9ykLIfU4,819,148
instagram,"The Week on Instagram | 245
https://t.co/PdWsZgGT7Y https://t.co/tcY7le6K8J",1092,246
instagram,A castle on a lake sets the scene for our #BoomerangOfTheWeek https://t.co/6HrR240H0C,882,142
instagram,Fashion-forward selfies from the world's hippest dad 👔 https://t.co/ksSnxfDDuI via @HuffingtonPost,990,185
instagram,"#DailyFluff
https://t.co/6fO5MhgPdN 🐾 https://t.co/kaC465romB",1539,323
instagram,"The birthday girl, @selenagomez, shares the keys to her social success https://t.co/61CTv5vmZz via @THR",2098,892
instagram,Go behind the scenes of Fuji Rock https://t.co/Q7OzFzzwTv,670,142
instagram,Participate in this weekend’s hashtag project: #WHPworkinprogress https://t.co/aQV2eRgDwB https://t.co/FidCnOGGGG,971,230
instagram,Tschan Andrews is making room on the #RunwayForAll https://t.co/TKxPPDuV6p,836,162
instagram,"#DailyFluff
https://t.co/mKE9y0zGlj 🐾 https://t.co/Eqb2xjvsoq",2007,490
instagram,"“Cakes are usually made to celebrate something, so every week of my life feels like my birthday.” —Julián Ángel https://t.co/QwuQrYwcvh",986,208
instagram,Baking fairytale-inspired cakes with Julián Ángel https://t.co/hGW2VBK7HJ,656,134
instagram,Photographing the #RNCinCLE with @malinfezehai https://t.co/ezgsjOmvsi,647,136
instagram,Edible art with an emoji spin 🐶 #WHPrealemojis https://t.co/R9qnJRFpLX,765,127
instagram,"We volunteer for the next taste test, @observer 🍦 🙋🏼 https://t.co/ukOlNYmj0i",808,163
instagram,“Xzibit pimped rides. I pimp nails.” —@thisisvenice https://t.co/lR2spGBiUh,772,140
instagram,Pimping nails with @thisisvenice https://t.co/iS77ErPjOY,858,165
instagram,These pet pics will inspire wanderlust 🐶 🐈  (via @CNTraveler) https://t.co/Slh7ySirCv,1396,325
instagram,A sunset sail makes for #WHPrealemojis gold ⛵ https://t.co/5qNtk79zyz,840,164
instagram,"#DailyFluff
https://t.co/ICHaaa4RnS 🐾 https://t.co/BPxRtJf9yv",1655,376
instagram,🚧 + 🐦 + ☁️ = one of our favorite #WHPrealemojis submissions https://t.co/b7LyIJHPFj,1074,202
instagram,“This country [China] changes every day. It’s in a state of constant movement and creation.” —Fred Dufour https://t.co/8OV1tLMuVl,848,160
instagram,Selfies from the Flight Deck with Pilot Maria https://t.co/8IPZwEv76Q,770,174
instagram,"Rise and shine on a ranch in Colorado #TheWeekOnInstagram 
https://t.co/d14De0VyzA",710,146
instagram,Documenting a China that is both foreign and familiar at once https://t.co/fFVI1k2kTO,847,166
instagram,Best cup of coffee ever (insert giraffe emoji here) https://t.co/wgXPS2hDfC #WHPrealemojis,906,189
instagram,Making the moon with Caroline Arnecke #MoonDay 🌕 https://t.co/xX8dUfGxny,759,131
instagram,Gourmet s'mores and more #DIY hacks for your next camping trip 🏕 (via @BritandCo) https://t.co/fs1l0unxWx,906,173
instagram,"#DailyFluff
https://t.co/pCjqoV1o8d 🐾 https://t.co/OEiqF3gLL3",1402,296
instagram,"️♥️+😸=😻  #WHPrealemojis
https://t.co/2UiOhGIqzJ",923,148
instagram,Seeing shapes in morning shadows for #WHPrealemojis 👤 🌀 https://t.co/JCrY0okNSr,631,109
instagram,“Street photography gives you the possibility to do something different every day.” #TheWeekOnInstagram  https://t.co/jwWXXnGIKD,869,189
instagram,The tricked-out road warrior life of filmmaker Cyrus Sutton https://t.co/QIppyKwZpw,721,124
instagram,Which Instagram filter would you name your child? Asking for a friend.,907,223
instagram,Your #WeeklyFluff = a crew of adorable alpacas https://t.co/GqbR9xekS5,936,150
instagram,"#DailyFluff
https://t.co/jUdWqHmWoQ 🐾 https://t.co/ijDoMcfe5i",1766,378
instagram,Olé! A Spanish teacher brings the 💃🏻 emoji to life. #WHPrealemojis https://t.co/RnKBiCaek1,977,172
instagram,Featured submissions from this weekend’s hashtag project: #WHPrealemojis https://t.co/NfWdGZZO5R https://t.co/EBNZjghlaM,1077,227
instagram,A restorative moment in Indonesia’s Kalibiru National Park #TheWeekOnInstagram https://t.co/bXmOMw3Jr3,679,163
instagram,Meet the Renaissance characters inside Romina Ressia’s imagination https://t.co/UqCLtyCKfU,832,139
instagram,"""It always seems impossible until it's done."" –Nelson Mandela #MandelaDay https://t.co/STArx1BoDk",1668,629
instagram,This is what it looks like when birds do yoga https://t.co/Ljht2EVTk5,906,177
instagram,"#DailyFluff
https://t.co/QuA6n5vD22 🐾 https://t.co/NsahR5NAzj",2053,510
instagram,Slow-motion shenanigans in the Italian countryside #TheWeekOnInstagram https://t.co/O6WV05lge1,768,143
instagram,Travel around the world in a single scoop 🍨 @eatwanderlust https://t.co/UZAGPVvbth #NationalIceCreamDay,933,189
instagram,#VacationGoals ✈️ (via @InStyle) https://t.co/ilOpFbaGNR,1056,242
instagram,It’s #NationalIceCreamDay! One scoop or two? 🍦 https://t.co/XSLDBnP8IB,1270,318
instagram,Celebrating World Emoji Day with @emojimasks 😃 😎 : https://t.co/hiTy6GzVto,1036,243
instagram,Happy #WorldEmojiDay! 📅💃 https://t.co/vJ060OXTIV,2008,616
instagram,A gentle giant at the Aomori Museum of Art in Japan #TheWeekOnInstagram https://t.co/UXLi83SLou,1063,190
instagram,"Our #BoomerangOfTheWeek will have you jumping for joy
https://t.co/2sAUQxi7Ag",749,159
instagram,"The Week on Instagram | 244 
https://t.co/dfBGRzo98E https://t.co/5YtU34i1cO",1038,208
instagram,Hashtag highlight: This week’s hashtag highlight = #ISeeFaces https://t.co/xAtHWuNvy6,797,136
instagram,Can't catch 'em any cuter than this! #Pokemon https://t.co/DApZdYVi02,969,193
instagram,"#DailyFluff
https://t.co/7q6PGrK5rZ 🐾 https://t.co/KCFdl6XHyz",1670,409
instagram,Adding a dose of imagination into everyday life with artist Frank Holzenburg https://t.co/kOfE7t0aZj,925,185
instagram,"Participate in this weekend’s hashtag project: #WHPrealemojis 
https://t.co/FqRoB3p9Ik https://t.co/VGlAEPXycB",957,230
instagram,"#DailyFluff
https://t.co/FFZPeK56Yh 🐾 https://t.co/sLsv6pUI3l",1317,289
instagram,"Nos pensées vont vers Nice, les victimes, leurs proches et tous les Français. 🇫🇷 https://t.co/mCOrX6YJeP",1219,361
instagram,“I cherish that message of teaching them how to be kind to one another.” —@cutieandbeast https://t.co/Ye6kPLmMz2,880,174
instagram,"Please list things that are cuter than this daughter &amp; dog duo, @cutieandbeast. We’ll wait. https://t.co/ZSDuWx5aHb",1372,252
instagram,Our thoughts are with Nice. 🇫🇷,4431,1699
instagram,“Don’t let reality become boring.” —Adeline Wantiez #hellomynameis https://t.co/lwJDAnRjk2,978,232
instagram,"Cute canelés, baked in Japan’s @CANELE_JP https://t.co/emWu8wEcME",986,185
instagram,A dedicated 🐶  guards his flock for #WHPpostcard https://t.co/ZU6ISMa1Xk,969,201
instagram,"#DailyFluff
https://t.co/m63kXgw3ly 🐦 https://t.co/4ZXsdYwto3",1754,485
instagram,The Hoover Dam assists in a magic trick for all ages #WHPpostcard https://t.co/w838E4BYXr,905,178
instagram,#VacationGoals (via @InStyle) https://t.co/ilOpFbaGNR,933,216
instagram,“Do your thing and follow your heart and don’t be frightened.” —Sarah Jane Adams #MyStory https://t.co/D4pI2IXIOQ,972,275
instagram,Living in Sarah Jane Adams’ technicolor world #MyStory https://t.co/PxZ51UcYx2,695,145
instagram,"Did you celebrate #NationalFrenchFryDay yet? Don't worry, there's still time to ketchup 🍟 https://t.co/hWj2QyxIVv",1116,302
instagram,Explore a world of hand-printed witchcraft https://t.co/QVgEQmUran,709,145
instagram,“I have a feeling I will be doing the bend and snap until I am 95.” —@RWitherspoon https://t.co/VBAsfi4WXJ,1350,297
instagram,"“Legally Blonde” came out 15 years ago today, so here’s a special message from @RWitherspoon #LegallyBlonde15 https://t.co/VBAsfi4WXJ",1562,479
